BLOCK	ACTUAL_P	P_AVE	ERROR
781	4.58254	4.98325	0.0116764
782	5.24483	4.98358	0.0116663
783	4.74565	4.98328	0.0116553
784	5.06539	4.98338	0.0116409
785	4.42935	4.98268	0.0116475
786	4.35127	4.98187	0.0116603
787	5.64275	4.98271	0.0116757
788	5.15339	4.98293	0.0116629
789	4.7322	4.98261	0.0116524
790	4.93945	4.98256	0.0116378
791	5.30095	4.98296	0.0116301
792	4.89222	4.98285	0.0116159
793	4.63945	4.98241	0.0116094
794	5.25306	4.98275	0.0115998
795	5.07014	4.98286	0.0115857
796	5.08947	4.983	0.0115719
797	5.21795	4.98329	0.0115611
798	4.97943	4.98329	0.0115466
799	4.84625	4.98312	0.0115335
800	4.26817	4.98222	0.0115536
801	5.03053	4.98228	0.0115394
802	5.02973	4.98234	0.0115251
803	5.17378	4.98258	0.0115132
804	4.69925	4.98223	0.0115043
805	4.58226	4.98173	0.0115007
806	5.59074	4.98249	0.0115113
807	5.04483	4.98256	0.0114973
808	5.1632	4.98279	0.0114852
809	4.5945	4.98231	0.011481
810	5.57451	4.98304	0.0114901
811	4.98089	4.98304	0.0114759
812	5.50385	4.98368	0.0114797
813	4.83886	4.9835	0.011467
814	5.39978	4.98401	0.0114643
815	5.78874	4.985	0.0114927
816	5.37501	4.98548	0.0114885
817	5.11763	4.98564	0.0114756
818	4.91562	4.98555	0.0114619
819	4.61163	4.9851	0.011457
820	5.22149	4.98538	0.0114466
821	4.89003	4.98527	0.0114333
822	5.20593	4.98554	0.0114225
823	5.11582	4.98569	0.0114097
824	4.3989	4.98498	0.0114181
825	5.13874	4.98517	0.0114058
826	5.15548	4.98538	0.0113938
827	4.95984	4.98534	0.0113801
828	4.68524	4.98498	0.0113721
829	4.90226	4.98488	0.0113588
830	5.16135	4.98509	0.0113472
831	5.20289	4.98536	0.0113365
832	5.01792	4.9854	0.011323
833	4.71078	4.98507	0.0113142
834	5.18202	4.9853	0.0113031
835	5.30918	4.98569	0.0112962
836	5.60846	4.98644	0.0113072
837	4.76799	4.98617	0.0112967
838	5.17676	4.9864	0.0112855
839	5.08656	4.98652	0.0112727
840	4.89794	4.98642	0.0112598
841	4.6902	4.98606	0.0112519
842	5.20013	4.98632	0.0112414
843	4.86462	4.98617	0.011229
844	5.78303	4.98712	0.0112553
845	5.46198	4.98768	0.011256
846	5.31147	4.98806	0.0112492
847	4.77992	4.98782	0.0112386
848	5.62513	4.98857	0.0112505
849	4.93448	4.9885	0.0112374
850	5.26019	4.98882	0.0112287
851	5.0081	4.98885	0.0112155
852	4.77346	4.98859	0.0112052
853	4.81977	4.9884	0.0111938
854	5.3259	4.98879	0.0111877
855	5.36509	4.98923	0.0111833
856	5.36979	4.98968	0.011179
857	5.57598	4.99036	0.0111869
858	5.36708	4.9908	0.0111825
859	5.16515	4.991	0.0111713
860	4.91559	4.99091	0.0111587
861	4.63726	4.9905	0.0111533
862	5.0373	4.99056	0.0111405
863	4.55745	4.99006	0.0111388
864	5.18755	4.99028	0.0111283
865	5.28217	4.99062	0.0111205
866	5.21423	4.99088	0.0111107
867	5.05035	4.99095	0.0110981
868	5.00663	4.99097	0.0110853
869	4.90706	4.99087	0.011073
870	4.80415	4.99066	0.0110623
871	4.54724	4.99015	0.0110614
872	5.02096	4.99018	0.0110487
873	5.04146	4.99024	0.0110362
874	5.02875	4.99028	0.0110237
875	4.33212	4.98953	0.0110367
876	5.23586	4.98981	0.0110277
877	5.14965	4.99	0.0110166
878	4.84325	4.98983	0.0110054
879	5.17707	4.99004	0.0109949
880	4.94141	4.98999	0.0109825
881	5.42414	4.99048	0.0109811
882	5.20911	4.99073	0.0109715
883	5.23354	4.991	0.0109625
884	5.22221	4.99126	0.0109532
885	5.0139	4.99129	0.0109409
886	4.90973	4.9912	0.0109289
887	5.42815	4.99169	0.0109277
888	4.66017	4.99132	0.0109217
889	4.48318	4.99074	0.0109244
890	5.0702	4.99083	0.0109125
891	4.79219	4.99061	0.0109025
892	4.35249	4.9899	0.0109137
893	5.1487	4.99007	0.010903
894	5.22925	4.99034	0.0108941
895	4.57674	4.98988	0.0108917
896	4.84402	4.98972	0.0108807
897	4.53961	4.98921	0.0108802
898	5.14365	4.98939	0.0108694
899	4.62858	4.98899	0.0108647
900	5.04534	4.98905	0.0108529
901	4.86179	4.98891	0.0108417
902	5.18454	4.98912	0.0108319
903	4.86773	4.98899	0.0108207
904	4.90515	4.9889	0.0108091
905	4.71923	4.9886	0.0108013
906	5.46226	4.98912	0.010802
907	5.50634	4.98969	0.0108052
908	4.95253	4.98965	0.0107933
909	4.43144	4.98904	0.0107989
910	5.09304	4.98915	0.0107877
911	4.90001	4.98905	0.0107763
912	5.10111	4.98918	0.0107651
913	4.37162	4.9885	0.0107746
914	5.13226	4.98866	0.0107639
915	4.80817	4.98846	0.010754
916	4.9881	4.98846	0.0107422
917	5.33987	4.98884	0.0107374
918	4.90727	4.98875	0.010726
919	5.21995	4.989	0.0107173
920	5.24064	4.98928	0.0107092
921	4.95876	4.98925	0.0106976
922	5.36501	4.98965	0.0106937
923	4.50196	4.98912	0.0106952
924	5.3866	4.98955	0.0106923
925	5.25647	4.98984	0.0106846
926	5.58806	4.99049	0.0106926
927	4.74902	4.99023	0.0106842
928	5.45302	4.99073	0.0106843
929	4.61504	4.99032	0.0106805
930	5.15627	4.9905	0.0106705
931	5.27381	4.99081	0.0106634
932	4.59631	4.99038	0.0106603
933	4.67198	4.99004	0.0106544
934	4.91498	4.98996	0.0106433
935	5.64533	4.99066	0.0106549
936	4.75431	4.99041	0.0106465
937	5.29314	4.99073	0.0106401
938	4.64006	4.99036	0.0106353
939	4.64127	4.98999	0.0106305
940	4.54024	4.98951	0.0106299
941	4.8927	4.98941	0.0106191
942	5.11086	4.98953	0.0106086
943	5.14331	4.9897	0.0105986
944	5.04382	4.98975	0.0105876
945	4.72209	4.98947	0.0105801
946	4.68832	4.98915	0.0105737
947	5.14237	4.98931	0.0105638
948	4.92496	4.98925	0.0105529
949	4.78492	4.98903	0.010544
950	4.77248	4.9888	0.0105353
951	5.14392	4.98897	0.0105255
952	4.76681	4.98873	0.010517
953	5.00073	4.98875	0.010506
954	5.18468	4.98895	0.010497
955	5.0183	4.98898	0.0104861
956	4.9936	4.98899	0.0104751
957	4.86918	4.98886	0.0104649
958	4.72457	4.98859	0.0104576
959	5.09149	4.98869	0.0104473
960	5.17636	4.98889	0.0104382
961	4.5071	4.98839	0.0104394
962	4.66581	4.98805	0.0104339
963	4.8664	4.98793	0.0104238
964	4.21156	4.98712	0.0104441
965	5.19413	4.98733	0.0104355
966	5.60493	4.98797	0.0104442
967	5.27272	4.98827	0.0104376
968	4.79334	4.98807	0.0104287
969	5.09806	4.98818	0.0104186
970	5.14683	4.98834	0.0104091
971	4.80177	4.98815	0.0104002
972	5.18243	4.98835	0.0103914
973	5.41413	4.98879	0.0103899
974	5.32036	4.98913	0.0103849
975	4.95914	4.9891	0.0103742
976	5.02564	4.98914	0.0103637
977	4.85368	4.989	0.010354
978	5.65702	4.98968	0.0103659
979	5.20895	4.98991	0.0103578
980	5.50227	4.99043	0.0103604
981	4.57399	4.99	0.0103585
982	4.53013	4.98954	0.0103585
983	4.88252	4.98943	0.0103486
984	5.33284	4.98978	0.0103439
985	4.92217	4.98971	0.0103337
986	4.62872	4.98934	0.0103297
987	4.94259	4.98929	0.0103193
988	5.23618	4.98954	0.0103119
989	4.84378	4.9894	0.0103025
990	4.51542	4.98892	0.0103032
991	4.37454	4.9883	0.0103115
992	5.35753	4.98867	0.0103078
993	4.92273	4.9886	0.0102976
994	5.39059	4.98901	0.0102952
995	5.80074	4.98982	0.0103171
996	5.73464	4.99057	0.0103338
997	4.56898	4.99015	0.0103321
998	4.1329	4.98929	0.0103574
999	5.03365	4.98933	0.0103471
1000	4.78461	4.98913	0.0103388
