BLOCK	ACTUAL_V	V_AVE	ERROR
733	5.66133	5.36766	0.191278
734	4.19065	5.36606	0.191024
735	7.15147	5.36849	0.190779
736	4.26446	5.36699	0.190526
737	4.40736	5.36569	0.190272
738	4.07328	5.36393	0.190022
739	4.98374	5.36342	0.189766
740	4.64794	5.36245	0.189512
741	7.53446	5.36538	0.189279
742	4.27106	5.36391	0.189029
743	3.79336	5.3618	0.188787
744	3.58389	5.35941	0.188548
745	5.76208	5.35995	0.188296
746	6.12094	5.36097	0.188046
747	4.09943	5.35928	0.187802
748	4.37586	5.35796	0.187556
749	3.72387	5.35578	0.187318
750	6.23958	5.35696	0.187072
751	4.62809	5.35599	0.186825
752	6.01394	5.35686	0.186579
753	3.18206	5.35398	0.186353
754	3.40097	5.35139	0.186124
755	4.44574	5.35019	0.185882
756	4.26954	5.34876	0.185641
757	4.55924	5.34771	0.185399
758	4.74861	5.34692	0.185156
759	4.89127	5.34632	0.184913
760	4.81949	5.34563	0.184671
761	4.88909	5.34503	0.184429
762	5.7559	5.34557	0.184188
763	4.04273	5.34386	0.183955
764	4.29568	5.34249	0.183719
765	3.71499	5.34036	0.183491
766	3.24774	5.33763	0.183272
767	4.9757	5.33716	0.183034
768	6.93095	5.33923	0.182807
769	4.92191	5.33869	0.18257
770	6.02194	5.33958	0.182335
771	5.37683	5.33963	0.182099
772	5.76522	5.34018	0.181864
773	4.93129	5.33965	0.181629
774	4.19289	5.33817	0.1814
775	5.93034	5.33893	0.181168
776	4.37649	5.33769	0.180939
777	4.9216	5.33716	0.180707
778	4.16307	5.33565	0.180481
779	4.60155	5.3347	0.180252
780	4.6454	5.33382	0.180023
781	3.98708	5.3321	0.1798
782	4.53082	5.33107	0.179573
783	5.09184	5.33077	0.179344
784	3.85279	5.32888	0.179125
785	6.60199	5.3305	0.178905
786	4.5736	5.32954	0.17868
787	3.77969	5.32757	0.178463
788	3.98281	5.32586	0.178245
789	4.5661	5.3249	0.178022
790	6.46315	5.32634	0.177802
791	6.60978	5.32796	0.177585
792	4.57266	5.32701	0.177363
793	4.71306	5.32624	0.177141
794	4.80032	5.32557	0.176919
795	4.68788	5.32477	0.176699
796	4.09497	5.32323	0.176483
797	3.99784	5.32156	0.17627
798	5.06677	5.32125	0.176049
799	4.88715	5.3207	0.17583
800	4.76114	5.32	0.175611
801	5.0074	5.31961	0.175392
802	3.15672	5.31692	0.175195
803	5.34384	5.31695	0.174976
804	4.80089	5.31631	0.17476
805	5.25472	5.31623	0.174543
806	5.71586	5.31673	0.174327
807	3.75104	5.31479	0.174122
808	5.12616	5.31455	0.173906
809	4.80606	5.31392	0.173693
810	6.01271	5.31479	0.17348
811	4.56388	5.31386	0.173269
